"sujeto","grupo","cheat","ncorrectret","percevaded","safechoices","period","offerdg","auditrate","taxrate","profitret","perform_high","treatment_lab","treatment2_lab","realdie","die_type"
681,171,0,10,0,4,9,250,0,10,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
681,169,0,9,0,4,4,250,0,10,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
681,171,0,10,0,4,8,250,0,10,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
681,171,0,10,0,4,7,250,0,10,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
681,169,0,9,0,4,2,250,0,10,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
681,170,0,7,0,4,1,250,0,10,1050,0,"Non-fixed","Non-fixed",6,"Incentivized die"
681,170,0,9,0,4,10,250,0,10,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
681,170,0,7,0,4,3,250,0,10,1050,0,"Non-fixed","Non-fixed",6,"Incentivized die"
681,171,0,9,0,4,6,250,0,10,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
682,170,1,4,0.16666667163372,5,4,400,0,10,600,0,"Non-fixed","Non-fixed",5,"Incentivized die"
682,169,1,5,0.200000002980232,5,2,400,0,10,750,0,"Non-fixed","Non-fixed",5,"Incentivized die"
682,171,1,3,0.333333343267441,5,8,400,0,10,450,0,"Non-fixed","Non-fixed",5,"Incentivized die"
682,171,1,7,0.0476190485060215,5,10,400,0,10,1050,0,"Non-fixed","Non-fixed",5,"Incentivized die"
682,169,1,5,0.333333343267441,5,9,400,0,10,750,0,"Non-fixed","Non-fixed",5,"Incentivized die"
682,169,1,5,0.0666666701436043,5,5,400,0,10,750,0,"Non-fixed","Non-fixed",5,"Incentivized die"
682,169,1,6,0.222222223877907,5,1,400,0,10,900,0,"Non-fixed","Non-fixed",5,"Incentivized die"
682,169,0,6,0,5,3,400,0,10,900,0,"Non-fixed","Non-fixed",5,"Incentivized die"
682,169,1,7,0.428571432828903,5,6,400,0,10,1050,0,"Non-fixed","Non-fixed",5,"Incentivized die"
682,169,0,6,0,5,7,400,0,10,900,0,"Non-fixed","Non-fixed",5,"Incentivized die"
683,169,1,17,1,7,9,0,0,10,2550,1,"Non-fixed","Non-fixed",6,"Incentivized die"
683,170,1,16,1,7,2,0,0,10,2400,1,"Non-fixed","Non-fixed",6,"Incentivized die"
683,169,1,17,1,7,10,0,0,10,2550,1,"Non-fixed","Non-fixed",6,"Incentivized die"
683,169,1,12,1,7,3,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
683,169,1,16,1,7,7,0,0,10,2400,1,"Non-fixed","Non-fixed",6,"Incentivized die"
683,170,1,12,1,7,1,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
683,170,1,13,1,7,8,0,0,10,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
683,169,1,17,1,7,4,0,0,10,2550,1,"Non-fixed","Non-fixed",6,"Incentivized die"
683,170,1,15,1,7,5,0,0,10,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
683,171,1,14,1,7,6,0,0,10,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
684,171,1,9,0.92592591047287,8,10,500,0,10,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
684,169,1,8,0.916666686534882,8,6,500,0,10,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
684,169,1,9,0.92592591047287,8,5,500,0,10,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
684,171,1,6,0.98888885974884,8,3,500,0,10,900,0,"Non-fixed","Non-fixed",6,"Incentivized die"
684,171,1,5,0.800000011920929,8,1,500,0,10,750,0,"Non-fixed","Non-fixed",6,"Incentivized die"
684,171,1,8,0.899999976158142,8,2,500,0,10,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
684,169,1,3,0.977777779102325,8,8,500,0,10,450,0,"Non-fixed","Non-fixed",6,"Incentivized die"
684,170,1,8,0.916666686534882,8,9,500,0,10,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
684,171,1,10,0.933333337306976,8,7,500,0,10,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
684,170,1,9,0.92592591047287,8,4,500,0,10,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
685,171,1,18,0.259259253740311,5,6,500,0,10,2700,1,"Non-fixed","Non-fixed",5,"Incentivized die"
685,169,0,19,0,5,9,500,0,10,2850,1,"Non-fixed","Non-fixed",5,"Incentivized die"
685,170,0,15,0,5,2,500,0,10,2250,1,"Non-fixed","Non-fixed",5,"Incentivized die"
685,169,0,13,0,5,1,500,0,10,1950,1,"Non-fixed","Non-fixed",5,"Incentivized die"
685,169,0,17,0,5,8,500,0,10,2550,1,"Non-fixed","Non-fixed",5,"Incentivized die"
685,169,0,18,0,5,4,500,0,10,2700,1,"Non-fixed","Non-fixed",5,"Incentivized die"
685,170,1,20,0.16666667163372,5,10,500,0,10,3000,1,"Non-fixed","Non-fixed",5,"Incentivized die"
685,169,1,18,0.259259253740311,5,7,500,0,10,2700,1,"Non-fixed","Non-fixed",5,"Incentivized die"
685,171,0,17,0,5,3,500,0,10,2550,1,"Non-fixed","Non-fixed",5,"Incentivized die"
685,169,0,18,0,5,5,500,0,10,2700,1,"Non-fixed","Non-fixed",5,"Incentivized die"
686,170,1,9,0.740740716457367,4,1,0,0,10,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
686,171,1,11,1,4,8,0,0,10,1650,0,"Non-fixed","Non-fixed",6,"Incentivized die"
686,170,1,11,1,4,3,0,0,10,1650,0,"Non-fixed","Non-fixed",6,"Incentivized die"
686,170,1,8,1,4,9,0,0,10,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
686,169,1,9,1,4,5,0,0,10,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
686,170,1,11,1,4,10,0,0,10,1650,0,"Non-fixed","Non-fixed",6,"Incentivized die"
686,171,1,12,1,4,7,0,0,10,1800,0,"Non-fixed","Non-fixed",6,"Incentivized die"
686,171,1,8,1,4,4,0,0,10,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
686,171,1,10,1,4,2,0,0,10,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
686,169,1,9,1,4,6,0,0,10,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
687,170,0,17,0,4,3,500,0,10,2550,1,"Non-fixed","Non-fixed",1,"Incentivized die"
687,170,0,19,0,4,9,500,0,10,2850,1,"Non-fixed","Non-fixed",1,"Incentivized die"
687,170,0,19,0,4,6,500,0,10,2850,1,"Non-fixed","Non-fixed",1,"Incentivized die"
687,171,0,19,0,4,5,500,0,10,2850,1,"Non-fixed","Non-fixed",1,"Incentivized die"
687,169,0,17,0,4,8,500,0,10,2550,1,"Non-fixed","Non-fixed",1,"Incentivized die"
687,170,0,21,0,4,7,500,0,10,3150,1,"Non-fixed","Non-fixed",1,"Incentivized die"
687,171,0,16,0,4,10,500,0,10,2400,1,"Non-fixed","Non-fixed",1,"Incentivized die"
687,169,1,18,1,4,1,500,0,10,2700,1,"Non-fixed","Non-fixed",1,"Incentivized die"
687,170,0,16,0,4,4,500,0,10,2400,1,"Non-fixed","Non-fixed",1,"Incentivized die"
687,170,1,15,1,4,2,500,0,10,2250,1,"Non-fixed","Non-fixed",1,"Incentivized die"
688,171,1,8,1,5,9,0,0,10,1200,1,"Non-fixed","Non-fixed",6,"Incentivized die"
688,170,1,12,1,5,7,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
688,170,1,12,1,5,2,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
688,170,1,13,1,5,4,0,0,10,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
688,169,1,11,1,5,3,0,0,10,1650,1,"Non-fixed","Non-fixed",6,"Incentivized die"
688,171,1,12,1,5,1,0,0,10,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
688,171,1,14,1,5,8,0,0,10,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
688,170,1,13,1,5,6,0,0,10,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
688,170,1,14,1,5,10,0,0,10,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
688,171,1,9,1,5,5,0,0,10,1350,1,"Non-fixed","Non-fixed",6,"Incentivized die"
689,174,1,5,0.333333343267441,7,8,500,0,20,750,0,"Non-fixed","Non-fixed",5,"Incentivized die"
689,174,1,7,0.333333343267441,7,7,500,0,20,1050,0,"Non-fixed","Non-fixed",5,"Incentivized die"
689,172,1,5,0.333333343267441,7,9,500,0,20,750,0,"Non-fixed","Non-fixed",5,"Incentivized die"
689,173,0,3,0,7,3,500,0,20,450,0,"Non-fixed","Non-fixed",5,"Incentivized die"
689,173,1,8,0.333333343267441,7,6,500,0,20,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
689,172,0,8,0,7,5,500,0,20,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
689,173,1,6,0.333333343267441,7,2,500,0,20,900,0,"Non-fixed","Non-fixed",5,"Incentivized die"
689,174,1,5,0.333333343267441,7,10,500,0,20,750,0,"Non-fixed","Non-fixed",5,"Incentivized die"
689,174,0,4,0,7,1,500,0,20,600,0,"Non-fixed","Non-fixed",5,"Incentivized die"
689,173,0,6,0,7,4,500,0,20,900,0,"Non-fixed","Non-fixed",5,"Incentivized die"
690,172,0,9,0,0,10,100,0,20,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
690,173,0,8,0,0,8,100,0,20,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
690,172,0,10,0,0,5,100,0,20,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
690,174,0,10,0,0,4,100,0,20,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
690,173,0,9,0,0,2,100,0,20,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
690,174,0,8,0,0,3,100,0,20,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
690,173,0,9,0,0,9,100,0,20,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
690,172,0,8,0,0,6,100,0,20,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
690,172,1,7,0.800000011920929,0,1,100,0,20,1050,0,"Non-fixed","Non-fixed",6,"Incentivized die"
690,173,0,9,0,0,7,100,0,20,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
691,173,1,12,1,6,4,0,0,20,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
691,174,1,11,1,6,6,0,0,20,1650,1,"Non-fixed","Non-fixed",6,"Incentivized die"
691,173,1,12,1,6,3,0,0,20,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
691,173,1,14,1,6,1,0,0,20,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
691,173,1,14,1,6,10,0,0,20,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
691,173,1,14,1,6,7,0,0,20,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
691,172,1,14,1,6,5,0,0,20,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
691,173,1,14,1,6,9,0,0,20,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
691,173,1,11,1,6,8,0,0,20,1650,1,"Non-fixed","Non-fixed",6,"Incentivized die"
691,173,1,13,1,6,2,0,0,20,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
692,173,1,13,1,4,10,0,0,20,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
692,174,1,14,1,4,1,0,0,20,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
692,172,1,15,1,4,4,0,0,20,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
692,174,1,14,1,4,7,0,0,20,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
692,174,1,13,1,4,5,0,0,20,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
692,174,1,16,1,4,3,0,0,20,2400,1,"Non-fixed","Non-fixed",6,"Incentivized die"
692,173,1,12,1,4,8,0,0,20,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
692,174,1,12,1,4,6,0,0,20,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
692,174,1,11,1,4,2,0,0,20,1650,1,"Non-fixed","Non-fixed",6,"Incentivized die"
692,172,1,15,1,4,9,0,0,20,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
693,172,1,19,1,7,6,0,0,20,2850,1,"Non-fixed","Non-fixed",6,"Incentivized die"
693,173,1,14,1,7,1,0,0,20,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
693,172,1,12,1,7,8,0,0,20,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
693,173,1,14,1,7,5,0,0,20,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
693,174,1,14,1,7,4,0,0,20,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
693,174,1,14,1,7,7,0,0,20,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
693,173,1,14,1,7,3,0,0,20,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
693,173,1,11,1,7,10,0,0,20,1650,1,"Non-fixed","Non-fixed",6,"Incentivized die"
693,173,1,17,1,7,9,0,0,20,2550,1,"Non-fixed","Non-fixed",6,"Incentivized die"
693,172,1,15,1,7,2,0,0,20,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
694,172,1,3,0.800000011920929,5,3,500,0,20,450,0,"Non-fixed","Non-fixed",4,"Incentivized die"
694,173,1,6,0.333333343267441,5,6,500,0,20,900,0,"Non-fixed","Non-fixed",4,"Incentivized die"
694,174,0,7,0,5,5,500,0,20,1050,0,"Non-fixed","Non-fixed",4,"Incentivized die"
694,174,1,6,0.444444447755814,5,9,500,0,20,900,0,"Non-fixed","Non-fixed",4,"Incentivized die"
694,174,1,5,0.800000011920929,5,2,500,0,20,750,0,"Non-fixed","Non-fixed",4,"Incentivized die"
694,172,1,5,0.800000011920929,5,1,500,0,20,750,0,"Non-fixed","Non-fixed",4,"Incentivized die"
694,172,0,7,0,5,7,500,0,20,1050,0,"Non-fixed","Non-fixed",4,"Incentivized die"
694,172,0,2,0,5,4,500,0,20,300,0,"Non-fixed","Non-fixed",4,"Incentivized die"
694,174,0,5,0,5,8,500,0,20,750,0,"Non-fixed","Non-fixed",4,"Incentivized die"
694,174,0,7,0,5,10,500,0,20,1050,0,"Non-fixed","Non-fixed",4,"Incentivized die"
695,174,0,12,0,7,5,300,0,20,1800,0,"Non-fixed","Non-fixed",6,"Incentivized die"
695,174,0,10,0,7,8,300,0,20,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
695,174,0,12,0,7,4,300,0,20,1800,0,"Non-fixed","Non-fixed",6,"Incentivized die"
695,173,0,10,0,7,3,300,0,20,1500,0,"Non-fixed","Non-fixed",6,"Incentivized die"
695,172,0,13,0,7,10,300,0,20,1950,0,"Non-fixed","Non-fixed",6,"Incentivized die"
695,174,0,12,0,7,9,300,0,20,1800,0,"Non-fixed","Non-fixed",6,"Incentivized die"
695,174,1,7,0.142857149243355,7,1,300,0,20,1050,0,"Non-fixed","Non-fixed",6,"Incentivized die"
695,173,0,11,0,7,6,300,0,20,1650,0,"Non-fixed","Non-fixed",6,"Incentivized die"
695,172,0,11,0,7,7,300,0,20,1650,0,"Non-fixed","Non-fixed",6,"Incentivized die"
695,172,0,9,0,7,2,300,0,20,1350,0,"Non-fixed","Non-fixed",6,"Incentivized die"
696,174,1,8,1,7,9,500,0,20,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
696,172,0,8,0,7,5,500,0,20,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
696,173,1,10,1,7,8,500,0,20,1500,0,"Non-fixed","Non-fixed",5,"Incentivized die"
696,172,0,8,0,7,1,500,0,20,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
696,172,0,8,0,7,2,500,0,20,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
696,172,1,6,1,7,6,500,0,20,900,0,"Non-fixed","Non-fixed",5,"Incentivized die"
696,172,0,11,0,7,4,500,0,20,1650,0,"Non-fixed","Non-fixed",5,"Incentivized die"
696,172,1,9,1,7,10,500,0,20,1350,0,"Non-fixed","Non-fixed",5,"Incentivized die"
696,172,0,9,0,7,3,500,0,20,1350,0,"Non-fixed","Non-fixed",5,"Incentivized die"
696,173,1,8,1,7,7,500,0,20,1200,0,"Non-fixed","Non-fixed",5,"Incentivized die"
697,172,1,7,0.0476190485060215,4,2,400,0,20,1050,0,"Non-fixed","Non-fixed",3,"Incentivized die"
697,172,1,10,0.333333343267441,4,8,400,0,20,1500,0,"Non-fixed","Non-fixed",3,"Incentivized die"
697,174,1,6,0.222222223877907,4,4,400,0,20,900,0,"Non-fixed","Non-fixed",3,"Incentivized die"
697,172,1,10,0.333333343267441,4,10,400,0,20,1500,0,"Non-fixed","Non-fixed",3,"Incentivized die"
697,172,1,8,0.16666667163372,4,7,400,0,20,1200,0,"Non-fixed","Non-fixed",3,"Incentivized die"
697,172,1,9,0.259259253740311,4,9,400,0,20,1350,0,"Non-fixed","Non-fixed",3,"Incentivized die"
697,172,0,8,0,4,1,400,0,20,1200,0,"Non-fixed","Non-fixed",3,"Incentivized die"
697,173,1,9,0.259259253740311,4,5,400,0,20,1350,0,"Non-fixed","Non-fixed",3,"Incentivized die"
697,173,1,9,0.259259253740311,4,6,400,0,20,1350,0,"Non-fixed","Non-fixed",3,"Incentivized die"
697,172,1,8,0.16666667163372,4,3,400,0,20,1200,0,"Non-fixed","Non-fixed",3,"Incentivized die"
698,173,1,9,1,4,7,500,0,20,1350,0,"Non-fixed","Non-fixed",2,"Incentivized die"
698,174,1,12,0.916666686534882,4,3,500,0,20,1800,0,"Non-fixed","Non-fixed",2,"Incentivized die"
698,174,1,9,0.888888895511627,4,2,500,0,20,1350,0,"Non-fixed","Non-fixed",2,"Incentivized die"
698,173,1,12,1,4,5,500,0,20,1800,0,"Non-fixed","Non-fixed",2,"Incentivized die"
698,174,1,7,1,4,10,500,0,20,1050,0,"Non-fixed","Non-fixed",2,"Incentivized die"
698,173,1,10,0.933333337306976,4,1,500,0,20,1500,0,"Non-fixed","Non-fixed",2,"Incentivized die"
698,172,1,9,0.992592573165894,4,4,500,0,20,1350,0,"Non-fixed","Non-fixed",2,"Incentivized die"
698,172,1,11,0.939393937587738,4,8,500,0,20,1650,0,"Non-fixed","Non-fixed",2,"Incentivized die"
698,174,1,11,1,4,6,500,0,20,1650,0,"Non-fixed","Non-fixed",2,"Incentivized die"
698,172,1,9,1,4,9,500,0,20,1350,0,"Non-fixed","Non-fixed",2,"Incentivized die"
699,174,1,4,0.833333313465118,8,3,200,0,20,600,0,"Non-fixed","Non-fixed",6,"Incentivized die"
699,174,1,8,1,8,9,200,0,20,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
699,172,1,2,1,8,7,200,0,20,300,0,"Non-fixed","Non-fixed",6,"Incentivized die"
699,172,1,6,0.888888895511627,8,6,200,0,20,900,0,"Non-fixed","Non-fixed",6,"Incentivized die"
699,174,1,5,0.800000011920929,8,2,200,0,20,750,0,"Non-fixed","Non-fixed",6,"Incentivized die"
699,173,1,5,0.800000011920929,8,4,200,0,20,750,0,"Non-fixed","Non-fixed",6,"Incentivized die"
699,174,1,8,0.833333313465118,8,5,200,0,20,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
699,173,1,5,1,8,10,200,0,20,750,0,"Non-fixed","Non-fixed",6,"Incentivized die"
699,172,1,7,0.952380955219269,8,8,200,0,20,1050,0,"Non-fixed","Non-fixed",6,"Incentivized die"
699,174,1,6,0.666666686534882,8,1,200,0,20,900,0,"Non-fixed","Non-fixed",6,"Incentivized die"
700,173,1,10,1,0,9,0,0,20,1500,0,"Non-fixed","Non-fixed",3,"Incentivized die"
700,174,1,12,1,0,7,0,0,20,1800,0,"Non-fixed","Non-fixed",3,"Incentivized die"
700,173,1,8,0.800000011920929,0,1,0,0,20,1200,0,"Non-fixed","Non-fixed",3,"Incentivized die"
700,174,1,11,1,0,6,0,0,20,1650,0,"Non-fixed","Non-fixed",3,"Incentivized die"
700,172,1,12,1,0,3,0,0,20,1800,0,"Non-fixed","Non-fixed",3,"Incentivized die"
700,173,1,8,1,0,4,0,0,20,1200,0,"Non-fixed","Non-fixed",3,"Incentivized die"
700,173,0,12,0,0,2,0,0,20,1800,0,"Non-fixed","Non-fixed",3,"Incentivized die"
700,174,1,13,1,0,8,0,0,20,1950,0,"Non-fixed","Non-fixed",3,"Incentivized die"
700,173,1,9,1,0,5,0,0,20,1350,0,"Non-fixed","Non-fixed",3,"Incentivized die"
700,174,1,10,1,0,10,0,0,20,1500,0,"Non-fixed","Non-fixed",3,"Incentivized die"
701,176,1,11,1,4,2,0,0,30,1650,1,"Non-fixed","Non-fixed",6,"Incentivized die"
701,178,1,15,1,4,1,0,0,30,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
701,177,1,12,1,4,8,0,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
701,178,1,12,1,4,7,0,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
701,176,1,12,1,4,10,0,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
701,176,1,14,1,4,3,0,0,30,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
701,178,1,14,1,4,4,0,0,30,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
701,177,1,12,1,4,6,0,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
701,175,1,15,1,4,9,0,0,30,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
701,177,1,11,1,4,5,0,0,30,1650,1,"Non-fixed","Non-fixed",6,"Incentivized die"
702,175,1,10,1,4,5,500,0,30,1500,1,"Non-fixed","Non-fixed",6,"Incentivized die"
702,176,1,11,1,4,10,500,0,30,1650,1,"Non-fixed","Non-fixed",6,"Incentivized die"
702,176,1,12,1,4,3,500,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
702,178,1,11,1,4,2,500,0,30,1650,1,"Non-fixed","Non-fixed",6,"Incentivized die"
702,175,1,13,1,4,8,500,0,30,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
702,178,1,12,1,4,6,500,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
702,176,1,12,1,4,1,500,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
702,176,1,11,1,4,9,500,0,30,1650,1,"Non-fixed","Non-fixed",6,"Incentivized die"
702,178,1,6,1,4,7,500,0,30,900,1,"Non-fixed","Non-fixed",6,"Incentivized die"
702,178,1,11,1,4,4,500,0,30,1650,1,"Non-fixed","Non-fixed",6,"Incentivized die"
703,175,1,8,0.983333349227905,5,10,350,0,30,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
703,176,1,5,0.986666679382324,5,3,350,0,30,750,0,"Non-fixed","Non-fixed",6,"Incentivized die"
703,177,1,7,0.904761910438538,5,1,350,0,30,1050,0,"Non-fixed","Non-fixed",6,"Incentivized die"
703,175,1,6,0.933333337306976,5,8,350,0,30,900,0,"Non-fixed","Non-fixed",6,"Incentivized die"
703,175,1,4,1,5,5,350,0,30,600,0,"Non-fixed","Non-fixed",6,"Incentivized die"
703,176,1,7,0.904761910438538,5,7,350,0,30,1050,0,"Non-fixed","Non-fixed",6,"Incentivized die"
703,178,1,7,0.990476191043854,5,2,350,0,30,1050,0,"Non-fixed","Non-fixed",6,"Incentivized die"
703,177,1,4,0.983333349227905,5,9,350,0,30,600,0,"Non-fixed","Non-fixed",6,"Incentivized die"
703,178,1,8,0.991666674613953,5,4,350,0,30,1200,0,"Non-fixed","Non-fixed",6,"Incentivized die"
703,177,1,7,0.61904764175415,5,6,350,0,30,1050,0,"Non-fixed","Non-fixed",6,"Incentivized die"
704,175,1,15,1,4,4,500,0,30,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
704,175,1,13,1,4,7,500,0,30,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
704,176,1,13,1,4,8,500,0,30,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
704,175,1,12,1,4,6,500,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
704,177,1,12,1,4,2,500,0,30,1800,1,"Non-fixed","Non-fixed",6,"Incentivized die"
704,178,1,10,1,4,5,500,0,30,1500,1,"Non-fixed","Non-fixed",6,"Incentivized die"
704,178,1,15,1,4,9,500,0,30,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
704,177,1,13,1,4,10,500,0,30,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
704,178,1,9,1,4,1,500,0,30,1350,1,"Non-fixed","Non-fixed",6,"Incentivized die"
704,178,1,13,1,4,3,500,0,30,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
705,175,1,21,1,6,2,300,0,30,3150,1,"Non-fixed","Non-fixed",6,"Incentivized die"
705,178,1,21,1,6,8,300,0,30,3150,1,"Non-fixed","Non-fixed",6,"Incentivized die"
705,176,1,18,1,6,6,300,0,30,2700,1,"Non-fixed","Non-fixed",6,"Incentivized die"
705,177,1,19,1,6,7,300,0,30,2850,1,"Non-fixed","Non-fixed",6,"Incentivized die"
705,177,1,20,1,6,10,300,0,30,3000,1,"Non-fixed","Non-fixed",6,"Incentivized die"
705,175,1,20,1,6,5,300,0,30,3000,1,"Non-fixed","Non-fixed",6,"Incentivized die"
705,176,1,18,1,6,4,300,0,30,2700,1,"Non-fixed","Non-fixed",6,"Incentivized die"
705,176,1,20,1,6,3,300,0,30,3000,1,"Non-fixed","Non-fixed",6,"Incentivized die"
705,178,1,18,0.888888895511627,6,1,300,0,30,2700,1,"Non-fixed","Non-fixed",6,"Incentivized die"
705,175,1,22,1,6,9,300,0,30,3300,1,"Non-fixed","Non-fixed",6,"Incentivized die"
706,175,0,16,0,3,9,500,0,30,2400,1,"Non-fixed","Non-fixed",6,"Incentivized die"
706,178,0,16,0,3,6,500,0,30,2400,1,"Non-fixed","Non-fixed",6,"Incentivized die"
706,176,0,18,0,3,8,500,0,30,2700,1,"Non-fixed","Non-fixed",6,"Incentivized die"
706,178,0,14,0,3,7,500,0,30,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
706,175,0,13,0,3,1,500,0,30,1950,1,"Non-fixed","Non-fixed",6,"Incentivized die"
706,178,0,17,0,3,4,500,0,30,2550,1,"Non-fixed","Non-fixed",6,"Incentivized die"
706,176,0,16,0,3,10,500,0,30,2400,1,"Non-fixed","Non-fixed",6,"Incentivized die"
706,177,0,15,0,3,3,500,0,30,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
706,175,0,14,0,3,2,500,0,30,2100,1,"Non-fixed","Non-fixed",6,"Incentivized die"
706,177,0,15,0,3,5,500,0,30,2250,1,"Non-fixed","Non-fixed",6,"Incentivized die"
707,176,0,7,0,3,6,400,0,30,1050,0,"Non-fixed","Non-fixed",3,"Incentivized die"
707,178,0,6,0,3,5,400,0,30,900,0,"Non-fixed","Non-fixed",3,"Incentivized die"
707,176,0,6,0,3,4,400,0,30,900,0,"Non-fixed","Non-fixed",3,"Incentivized die"
707,175,0,6,0,3,10,400,0,30,900,0,"Non-fixed","Non-fixed",3,"Incentivized die"
707,177,1,7,0.333333343267441,3,2,400,0,30,1050,0,"Non-fixed","Non-fixed",3,"Incentivized die"
707,178,0,5,0,3,9,400,0,30,750,0,"Non-fixed","Non-fixed",3,"Incentivized die"
