"sujeto","grupo","cheat","ncorrectret","percevaded","safechoices","period","offerdg","auditrate","taxrate","profitret","perform_high","treatment_lab","treatment2_lab","realdie","die_type"
734,-1,1,14,0.333333333333333,7,2,350,0,20,2100,1,"Non-fixed","Non-fixed",2,"Fixed die"
734,-1,1,13,0.487179487179487,7,3,350,0,20,1950,1,"Non-fixed","Non-fixed",2,"Fixed die"
734,-1,1,14,0.428571428571429,7,4,350,0,20,2100,1,"Non-fixed","Non-fixed",2,"Fixed die"
734,-1,1,16,0.541666666666667,7,5,350,0,20,2400,1,"Non-fixed","Non-fixed",2,"Fixed die"
734,-1,1,13,0.58974358974359,7,6,350,0,20,1950,1,"Non-fixed","Non-fixed",2,"Fixed die"
734,-1,1,15,0.511111111111111,7,7,350,0,20,2250,1,"Non-fixed","Non-fixed",2,"Fixed die"
734,-1,1,12,0.722222222222222,7,8,350,0,20,1800,1,"Non-fixed","Non-fixed",2,"Fixed die"
734,-1,1,16,0.5,7,9,350,0,20,2400,1,"Non-fixed","Non-fixed",2,"Fixed die"
734,-1,1,15,0.511111111111111,7,10,350,0,20,2250,1,"Non-fixed","Non-fixed",2,"Fixed die"
735,-1,1,3,1,7,1,300,0,20,450,0,"Non-fixed","Non-fixed",5,"Fixed die"
735,-1,1,8,1,7,2,300,0,20,1200,0,"Non-fixed","Non-fixed",5,"Fixed die"
735,-1,1,5,1,7,3,300,0,20,750,0,"Non-fixed","Non-fixed",5,"Fixed die"
735,-1,1,3,1,7,4,300,0,20,450,0,"Non-fixed","Non-fixed",5,"Fixed die"
735,-1,1,6,1,7,5,300,0,20,900,0,"Non-fixed","Non-fixed",5,"Fixed die"
735,-1,1,6,1,7,6,300,0,20,900,0,"Non-fixed","Non-fixed",5,"Fixed die"
735,-1,1,8,1,7,7,300,0,20,1200,0,"Non-fixed","Non-fixed",5,"Fixed die"
735,-1,1,5,1,7,8,300,0,20,750,0,"Non-fixed","Non-fixed",5,"Fixed die"
735,-1,1,5,1,7,9,300,0,20,750,0,"Non-fixed","Non-fixed",5,"Fixed die"
735,-1,1,9,1,7,10,300,0,20,1350,0,"Non-fixed","Non-fixed",5,"Fixed die"
736,-1,1,15,1,7,1,500,0,20,2250,1,"Non-fixed","Non-fixed",3,"Fixed die"
736,-1,1,12,1,7,2,500,0,20,1800,1,"Non-fixed","Non-fixed",3,"Fixed die"
736,-1,1,11,1,7,3,500,0,20,1650,1,"Non-fixed","Non-fixed",3,"Fixed die"
736,-1,1,11,1,7,4,500,0,20,1650,1,"Non-fixed","Non-fixed",3,"Fixed die"
736,-1,1,13,1,7,5,500,0,20,1950,1,"Non-fixed","Non-fixed",3,"Fixed die"
736,-1,1,13,1,7,6,500,0,20,1950,1,"Non-fixed","Non-fixed",3,"Fixed die"
736,-1,1,13,1,7,7,500,0,20,1950,1,"Non-fixed","Non-fixed",3,"Fixed die"
736,-1,1,13,1,7,8,500,0,20,1950,1,"Non-fixed","Non-fixed",3,"Fixed die"
736,-1,1,14,1,7,9,500,0,20,2100,1,"Non-fixed","Non-fixed",3,"Fixed die"
736,-1,1,15,1,7,10,500,0,20,2250,1,"Non-fixed","Non-fixed",3,"Fixed die"
737,-1,0,9,0,6,1,300,0,20,1350,0,"Non-fixed","Non-fixed",4,"Fixed die"
737,-1,0,9,0,6,2,300,0,20,1350,0,"Non-fixed","Non-fixed",4,"Fixed die"
737,-1,0,9,0,6,3,300,0,20,1350,0,"Non-fixed","Non-fixed",4,"Fixed die"
737,-1,0,9,0,6,4,300,0,20,1350,0,"Non-fixed","Non-fixed",4,"Fixed die"
737,-1,0,7,0,6,5,300,0,20,1050,0,"Non-fixed","Non-fixed",4,"Fixed die"
737,-1,0,6,0,6,6,300,0,20,900,0,"Non-fixed","Non-fixed",4,"Fixed die"
737,-1,0,9,0,6,7,300,0,20,1350,0,"Non-fixed","Non-fixed",4,"Fixed die"
737,-1,0,9,0,6,8,300,0,20,1350,0,"Non-fixed","Non-fixed",4,"Fixed die"
737,-1,0,8,0,6,9,300,0,20,1200,0,"Non-fixed","Non-fixed",4,"Fixed die"
737,-1,0,7,0,6,10,300,0,20,1050,0,"Non-fixed","Non-fixed",4,"Fixed die"
738,-1,1,15,1,3,1,0,0,20,2250,1,"Non-fixed","Non-fixed",5,"Fixed die"
738,-1,1,14,1,3,2,0,0,20,2100,1,"Non-fixed","Non-fixed",5,"Fixed die"
738,-1,1,15,1,3,3,0,0,20,2250,1,"Non-fixed","Non-fixed",5,"Fixed die"
738,-1,1,14,1,3,4,0,0,20,2100,1,"Non-fixed","Non-fixed",5,"Fixed die"
738,-1,1,16,1,3,5,0,0,20,2400,1,"Non-fixed","Non-fixed",5,"Fixed die"
738,-1,1,14,1,3,6,0,0,20,2100,1,"Non-fixed","Non-fixed",5,"Fixed die"
738,-1,1,14,1,3,7,0,0,20,2100,1,"Non-fixed","Non-fixed",5,"Fixed die"
738,-1,1,14,1,3,8,0,0,20,2100,1,"Non-fixed","Non-fixed",5,"Fixed die"
738,-1,1,14,1,3,9,0,0,20,2100,1,"Non-fixed","Non-fixed",5,"Fixed die"
738,-1,1,15,1,3,10,0,0,20,2250,1,"Non-fixed","Non-fixed",5,"Fixed die"
739,-1,1,4,0.333333333333333,4,1,500,0,20,600,0,"Non-fixed","Non-fixed",2,"Fixed die"
739,-1,0,4,0,4,2,500,0,20,600,0,"Non-fixed","Non-fixed",2,"Fixed die"
739,-1,1,4,0.993333333333333,4,3,500,0,20,600,0,"Non-fixed","Non-fixed",2,"Fixed die"
739,-1,1,6,0.993333333333333,4,4,500,0,20,900,0,"Non-fixed","Non-fixed",2,"Fixed die"
739,-1,1,4,0.99,4,5,500,0,20,600,0,"Non-fixed","Non-fixed",2,"Fixed die"
739,-1,1,5,0.993333333333333,4,6,500,0,20,750,0,"Non-fixed","Non-fixed",2,"Fixed die"
739,-1,1,5,0.993333333333333,4,7,500,0,20,750,0,"Non-fixed","Non-fixed",2,"Fixed die"
739,-1,1,6,0.993333333333333,4,8,500,0,20,900,0,"Non-fixed","Non-fixed",2,"Fixed die"
739,-1,1,5,0.993333333333333,4,9,500,0,20,750,0,"Non-fixed","Non-fixed",2,"Fixed die"
739,-1,1,6,0.993333333333333,4,10,500,0,20,900,0,"Non-fixed","Non-fixed",2,"Fixed die"
740,-1,1,12,1,4,1,400,0,20,1800,1,"Non-fixed","Non-fixed",1,"Fixed die"
740,-1,1,10,1,4,2,400,0,20,1500,1,"Non-fixed","Non-fixed",1,"Fixed die"
740,-1,1,10,1,4,3,400,0,20,1500,1,"Non-fixed","Non-fixed",1,"Fixed die"
740,-1,1,12,1,4,4,400,0,20,1800,1,"Non-fixed","Non-fixed",1,"Fixed die"
740,-1,1,10,1,4,5,400,0,20,1500,1,"Non-fixed","Non-fixed",1,"Fixed die"
740,-1,1,13,1,4,6,400,0,20,1950,1,"Non-fixed","Non-fixed",1,"Fixed die"
740,-1,1,10,1,4,7,400,0,20,1500,1,"Non-fixed","Non-fixed",1,"Fixed die"
740,-1,1,13,1,4,8,400,0,20,1950,1,"Non-fixed","Non-fixed",1,"Fixed die"
740,-1,1,13,1,4,9,400,0,20,1950,1,"Non-fixed","Non-fixed",1,"Fixed die"
740,-1,1,14,1,4,10,400,0,20,2100,1,"Non-fixed","Non-fixed",1,"Fixed die"
741,-1,0,14,0,5,1,400,0,20,2100,1,"Non-fixed","Non-fixed",2,"Fixed die"
741,-1,0,14,0,5,2,400,0,20,2100,1,"Non-fixed","Non-fixed",2,"Fixed die"
741,-1,0,17,0,5,3,400,0,20,2550,1,"Non-fixed","Non-fixed",2,"Fixed die"
741,-1,0,14,0,5,4,400,0,20,2100,1,"Non-fixed","Non-fixed",2,"Fixed die"
741,-1,0,14,0,5,5,400,0,20,2100,1,"Non-fixed","Non-fixed",2,"Fixed die"
741,-1,0,13,0,5,6,400,0,20,1950,1,"Non-fixed","Non-fixed",2,"Fixed die"
741,-1,0,15,0,5,7,400,0,20,2250,1,"Non-fixed","Non-fixed",2,"Fixed die"
741,-1,0,18,0,5,8,400,0,20,2700,1,"Non-fixed","Non-fixed",2,"Fixed die"
741,-1,0,16,0,5,9,400,0,20,2400,1,"Non-fixed","Non-fixed",2,"Fixed die"
741,-1,0,15,0,5,10,400,0,20,2250,1,"Non-fixed","Non-fixed",2,"Fixed die"
742,-1,1,4,1,5,1,500,0,20,600,0,"Non-fixed","Non-fixed",3,"Fixed die"
742,-1,1,5,1,5,2,500,0,20,750,0,"Non-fixed","Non-fixed",3,"Fixed die"
742,-1,1,6,1,5,3,500,0,20,900,0,"Non-fixed","Non-fixed",3,"Fixed die"
742,-1,1,9,1,5,4,500,0,20,1350,0,"Non-fixed","Non-fixed",3,"Fixed die"
742,-1,1,8,1,5,5,500,0,20,1200,0,"Non-fixed","Non-fixed",3,"Fixed die"
742,-1,1,7,1,5,6,500,0,20,1050,0,"Non-fixed","Non-fixed",3,"Fixed die"
742,-1,1,7,1,5,7,500,0,20,1050,0,"Non-fixed","Non-fixed",3,"Fixed die"
742,-1,1,8,1,5,8,500,0,20,1200,0,"Non-fixed","Non-fixed",3,"Fixed die"
742,-1,1,6,1,5,9,500,0,20,900,0,"Non-fixed","Non-fixed",3,"Fixed die"
742,-1,1,8,1,5,10,500,0,20,1200,0,"Non-fixed","Non-fixed",3,"Fixed die"
743,-1,1,15,1,6,1,300,0,20,2250,1,"Non-fixed","Non-fixed",6,"Fixed die"
743,-1,1,14,1,6,2,300,0,20,2100,1,"Non-fixed","Non-fixed",6,"Fixed die"
743,-1,1,9,1,6,3,300,0,20,1350,1,"Non-fixed","Non-fixed",6,"Fixed die"
743,-1,1,12,1,6,4,300,0,20,1800,1,"Non-fixed","Non-fixed",6,"Fixed die"
743,-1,1,13,0.948717948717949,6,5,300,0,20,1950,1,"Non-fixed","Non-fixed",6,"Fixed die"
743,-1,1,13,1,6,6,300,0,20,1950,1,"Non-fixed","Non-fixed",6,"Fixed die"
743,-1,1,12,1,6,7,300,0,20,1800,1,"Non-fixed","Non-fixed",6,"Fixed die"
743,-1,1,13,0.923076923076923,6,8,300,0,20,1950,1,"Non-fixed","Non-fixed",6,"Fixed die"
743,-1,1,9,0.962962962962963,6,9,300,0,20,1350,1,"Non-fixed","Non-fixed",6,"Fixed die"
743,-1,1,11,1,6,10,300,0,20,1650,1,"Non-fixed","Non-fixed",6,"Fixed die"
744,-1,1,10,1,4,1,500,0,20,1500,1,"Non-fixed","Non-fixed",3,"Fixed die"
744,-1,1,11,1,4,2,500,0,20,1650,1,"Non-fixed","Non-fixed",3,"Fixed die"
744,-1,1,10,1,4,3,500,0,20,1500,1,"Non-fixed","Non-fixed",3,"Fixed die"
744,-1,0,10,0,4,4,500,0,20,1500,1,"Non-fixed","Non-fixed",3,"Fixed die"
744,-1,0,12,0,4,5,500,0,20,1800,1,"Non-fixed","Non-fixed",3,"Fixed die"
744,-1,0,11,0,4,6,500,0,20,1650,1,"Non-fixed","Non-fixed",3,"Fixed die"
744,-1,1,12,1,4,7,500,0,20,1800,1,"Non-fixed","Non-fixed",3,"Fixed die"
744,-1,1,9,1,4,8,500,0,20,1350,1,"Non-fixed","Non-fixed",3,"Fixed die"
744,-1,0,11,0,4,9,500,0,20,1650,1,"Non-fixed","Non-fixed",3,"Fixed die"
744,-1,1,12,0.5,4,10,500,0,20,1800,1,"Non-fixed","Non-fixed",3,"Fixed die"
745,-1,1,12,1,7,1,0,0,20,1800,1,"Non-fixed","Non-fixed",5,"Fixed die"
745,-1,1,10,1,7,2,0,0,20,1500,1,"Non-fixed","Non-fixed",5,"Fixed die"
745,-1,1,10,1,7,3,0,0,20,1500,1,"Non-fixed","Non-fixed",5,"Fixed die"
745,-1,1,10,1,7,4,0,0,20,1500,1,"Non-fixed","Non-fixed",5,"Fixed die"
745,-1,1,9,1,7,5,0,0,20,1350,1,"Non-fixed","Non-fixed",5,"Fixed die"
745,-1,1,14,1,7,6,0,0,20,2100,1,"Non-fixed","Non-fixed",5,"Fixed die"
745,-1,1,10,1,7,7,0,0,20,1500,1,"Non-fixed","Non-fixed",5,"Fixed die"
745,-1,1,13,1,7,8,0,0,20,1950,1,"Non-fixed","Non-fixed",5,"Fixed die"
745,-1,1,10,1,7,9,0,0,20,1500,1,"Non-fixed","Non-fixed",5,"Fixed die"
745,-1,1,14,1,7,10,0,0,20,2100,1,"Non-fixed","Non-fixed",5,"Fixed die"
746,-1,1,12,0.8,5,1,0,0,20,1800,1,"Non-fixed","Non-fixed",3,"Fixed die"
746,-1,1,12,0.8,5,2,0,0,20,1800,1,"Non-fixed","Non-fixed",3,"Fixed die"
746,-1,1,14,1,5,3,0,0,20,2100,1,"Non-fixed","Non-fixed",3,"Fixed die"
746,-1,1,13,1,5,4,0,0,20,1950,1,"Non-fixed","Non-fixed",3,"Fixed die"
746,-1,1,13,1,5,5,0,0,20,1950,1,"Non-fixed","Non-fixed",3,"Fixed die"
746,-1,1,11,1,5,6,0,0,20,1650,1,"Non-fixed","Non-fixed",3,"Fixed die"
746,-1,1,13,1,5,7,0,0,20,1950,1,"Non-fixed","Non-fixed",3,"Fixed die"
746,-1,1,14,1,5,8,0,0,20,2100,1,"Non-fixed","Non-fixed",3,"Fixed die"
746,-1,1,11,1,5,9,0,0,20,1650,1,"Non-fixed","Non-fixed",3,"Fixed die"
746,-1,1,10,1,5,10,0,0,20,1500,1,"Non-fixed","Non-fixed",3,"Fixed die"
747,-1,1,8,1,6,1,0,0,20,1200,0,"Non-fixed","Non-fixed",5,"Fixed die"
747,-1,1,11,1,6,2,0,0,20,1650,0,"Non-fixed","Non-fixed",5,"Fixed die"
747,-1,1,10,1,6,3,0,0,20,1500,0,"Non-fixed","Non-fixed",5,"Fixed die"
747,-1,1,8,1,6,4,0,0,20,1200,0,"Non-fixed","Non-fixed",5,"Fixed die"
747,-1,1,9,1,6,5,0,0,20,1350,0,"Non-fixed","Non-fixed",5,"Fixed die"
747,-1,1,10,1,6,6,0,0,20,1500,0,"Non-fixed","Non-fixed",5,"Fixed die"
747,-1,1,8,1,6,7,0,0,20,1200,0,"Non-fixed","Non-fixed",5,"Fixed die"
747,-1,1,8,1,6,8,0,0,20,1200,0,"Non-fixed","Non-fixed",5,"Fixed die"
747,-1,1,9,1,6,9,0,0,20,1350,0,"Non-fixed","Non-fixed",5,"Fixed die"
747,-1,1,10,1,6,10,0,0,20,1500,0,"Non-fixed","Non-fixed",5,"Fixed die"
748,-1,1,6,0.8,5,1,600,0,20,900,0,"Non-fixed","Non-fixed",6,"Fixed die"
748,-1,0,5,0,5,2,600,0,20,750,0,"Non-fixed","Non-fixed",6,"Fixed die"
748,-1,0,5,0,5,3,600,0,20,750,0,"Non-fixed","Non-fixed",6,"Fixed die"
748,-1,0,7,0,5,4,600,0,20,1050,0,"Non-fixed","Non-fixed",6,"Fixed die"
748,-1,1,7,0.0476190476190476,5,5,600,0,20,1050,0,"Non-fixed","Non-fixed",6,"Fixed die"
748,-1,1,9,1,5,6,600,0,20,1350,0,"Non-fixed","Non-fixed",6,"Fixed die"
748,-1,1,4,1,5,7,600,0,20,600,0,"Non-fixed","Non-fixed",6,"Fixed die"
748,-1,1,5,1,5,8,600,0,20,750,0,"Non-fixed","Non-fixed",6,"Fixed die"
748,-1,1,6,0.777777777777778,5,9,600,0,20,900,0,"Non-fixed","Non-fixed",6,"Fixed die"
748,-1,1,6,0.988888888888889,5,10,600,0,20,900,0,"Non-fixed","Non-fixed",6,"Fixed die"
749,-1,1,10,1,4,1,500,0,30,1500,1,"Non-fixed","Non-fixed",4,"Fixed die"
749,-1,1,12,1,4,2,500,0,30,1800,1,"Non-fixed","Non-fixed",4,"Fixed die"
749,-1,1,11,1,4,3,500,0,30,1650,1,"Non-fixed","Non-fixed",4,"Fixed die"
749,-1,1,12,1,4,4,500,0,30,1800,1,"Non-fixed","Non-fixed",4,"Fixed die"
749,-1,1,13,1,4,5,500,0,30,1950,1,"Non-fixed","Non-fixed",4,"Fixed die"
749,-1,1,11,1,4,6,500,0,30,1650,1,"Non-fixed","Non-fixed",4,"Fixed die"
749,-1,1,12,1,4,7,500,0,30,1800,1,"Non-fixed","Non-fixed",4,"Fixed die"
749,-1,1,10,1,4,8,500,0,30,1500,1,"Non-fixed","Non-fixed",4,"Fixed die"
749,-1,1,14,1,4,9,500,0,30,2100,1,"Non-fixed","Non-fixed",4,"Fixed die"
749,-1,1,14,1,4,10,500,0,30,2100,1,"Non-fixed","Non-fixed",4,"Fixed die"
750,-1,0,6,0,4,1,400,0,30,900,0,"Non-fixed","Non-fixed",3,"Fixed die"
750,-1,1,5,0.333333333333333,4,2,400,0,30,750,0,"Non-fixed","Non-fixed",3,"Fixed die"
750,-1,1,8,0.333333333333333,4,3,400,0,30,1200,0,"Non-fixed","Non-fixed",3,"Fixed die"
750,-1,1,5,0.733333333333333,4,4,400,0,30,750,0,"Non-fixed","Non-fixed",3,"Fixed die"
750,-1,1,10,0.333333333333333,4,5,400,0,30,1500,0,"Non-fixed","Non-fixed",3,"Fixed die"
750,-1,1,5,0.333333333333333,4,6,400,0,30,750,0,"Non-fixed","Non-fixed",3,"Fixed die"
750,-1,1,5,0.733333333333333,4,7,400,0,30,750,0,"Non-fixed","Non-fixed",3,"Fixed die"
750,-1,1,8,0.5,4,8,400,0,30,1200,0,"Non-fixed","Non-fixed",3,"Fixed die"
750,-1,0,5,0,4,9,400,0,30,750,0,"Non-fixed","Non-fixed",3,"Fixed die"
750,-1,1,8,0.166666666666667,4,10,400,0,30,1200,0,"Non-fixed","Non-fixed",3,"Fixed die"
751,-1,1,12,1,4,1,500,0,30,1800,1,"Non-fixed","Non-fixed",3,"Fixed die"
751,-1,1,8,1,4,2,500,0,30,1200,1,"Non-fixed","Non-fixed",3,"Fixed die"
751,-1,1,9,1,4,3,500,0,30,1350,1,"Non-fixed","Non-fixed",3,"Fixed die"
751,-1,1,11,1,4,4,500,0,30,1650,1,"Non-fixed","Non-fixed",3,"Fixed die"
751,-1,1,9,1,4,5,500,0,30,1350,1,"Non-fixed","Non-fixed",3,"Fixed die"
751,-1,1,12,1,4,6,500,0,30,1800,1,"Non-fixed","Non-fixed",3,"Fixed die"
751,-1,1,14,1,4,7,500,0,30,2100,1,"Non-fixed","Non-fixed",3,"Fixed die"
751,-1,1,12,1,4,8,500,0,30,1800,1,"Non-fixed","Non-fixed",3,"Fixed die"
751,-1,1,15,1,4,9,500,0,30,2250,1,"Non-fixed","Non-fixed",3,"Fixed die"
751,-1,1,10,1,4,10,500,0,30,1500,1,"Non-fixed","Non-fixed",3,"Fixed die"
752,-1,0,10,0,4,1,500,0,30,1500,1,"Non-fixed","Non-fixed",4,"Fixed die"
752,-1,0,10,0,4,2,500,0,30,1500,1,"Non-fixed","Non-fixed",4,"Fixed die"
752,-1,1,10,1,4,3,500,0,30,1500,1,"Non-fixed","Non-fixed",4,"Fixed die"
752,-1,1,10,0.866666666666667,4,4,500,0,30,1500,1,"Non-fixed","Non-fixed",4,"Fixed die"
752,-1,1,13,0.487179487179487,4,5,500,0,30,1950,1,"Non-fixed","Non-fixed",4,"Fixed die"
752,-1,1,10,0.333333333333333,4,6,500,0,30,1500,1,"Non-fixed","Non-fixed",4,"Fixed die"
752,-1,0,11,0,4,7,500,0,30,1650,1,"Non-fixed","Non-fixed",4,"Fixed die"
752,-1,1,10,1,4,8,500,0,30,1500,1,"Non-fixed","Non-fixed",4,"Fixed die"
752,-1,1,12,0.444444444444444,4,9,500,0,30,1800,1,"Non-fixed","Non-fixed",4,"Fixed die"
752,-1,0,12,0,4,10,500,0,30,1800,1,"Non-fixed","Non-fixed",4,"Fixed die"
753,-1,1,15,1,6,1,0,0,30,2250,1,"Non-fixed","Non-fixed",5,"Fixed die"
753,-1,1,12,1,6,2,0,0,30,1800,1,"Non-fixed","Non-fixed",5,"Fixed die"
753,-1,1,12,1,6,3,0,0,30,1800,1,"Non-fixed","Non-fixed",5,"Fixed die"
753,-1,1,10,1,6,4,0,0,30,1500,1,"Non-fixed","Non-fixed",5,"Fixed die"
753,-1,1,14,1,6,5,0,0,30,2100,1,"Non-fixed","Non-fixed",5,"Fixed die"
753,-1,1,13,1,6,6,0,0,30,1950,1,"Non-fixed","Non-fixed",5,"Fixed die"
753,-1,1,9,1,6,7,0,0,30,1350,1,"Non-fixed","Non-fixed",5,"Fixed die"
753,-1,1,14,1,6,8,0,0,30,2100,1,"Non-fixed","Non-fixed",5,"Fixed die"
753,-1,1,11,1,6,9,0,0,30,1650,1,"Non-fixed","Non-fixed",5,"Fixed die"
753,-1,1,15,1,6,10,0,0,30,2250,1,"Non-fixed","Non-fixed",5,"Fixed die"
754,-1,1,6,0.666666666666667,5,1,300,0,30,900,0,"Non-fixed","Non-fixed",3,"Fixed die"
754,-1,1,7,0.714285714285714,5,2,300,0,30,1050,0,"Non-fixed","Non-fixed",3,"Fixed die"
754,-1,1,9,1,5,3,300,0,30,1350,0,"Non-fixed","Non-fixed",3,"Fixed die"
754,-1,1,7,1,5,4,300,0,30,1050,0,"Non-fixed","Non-fixed",3,"Fixed die"
754,-1,1,9,1,5,5,300,0,30,1350,0,"Non-fixed","Non-fixed",3,"Fixed die"
754,-1,1,6,1,5,6,300,0,30,900,0,"Non-fixed","Non-fixed",3,"Fixed die"
754,-1,1,10,1,5,7,300,0,30,1500,0,"Non-fixed","Non-fixed",3,"Fixed die"
754,-1,1,7,1,5,8,300,0,30,1050,0,"Non-fixed","Non-fixed",3,"Fixed die"
754,-1,1,8,1,5,9,300,0,30,1200,0,"Non-fixed","Non-fixed",3,"Fixed die"
754,-1,1,9,1,5,10,300,0,30,1350,0,"Non-fixed","Non-fixed",3,"Fixed die"
755,-1,0,11,0,4,1,500,0,30,1650,0,"Non-fixed","Non-fixed",6,"Fixed die"
755,-1,0,8,0,4,2,500,0,30,1200,0,"Non-fixed","Non-fixed",6,"Fixed die"
755,-1,0,8,0,4,3,500,0,30,1200,0,"Non-fixed","Non-fixed",6,"Fixed die"
755,-1,0,7,0,4,4,500,0,30,1050,0,"Non-fixed","Non-fixed",6,"Fixed die"
755,-1,0,9,0,4,5,500,0,30,1350,0,"Non-fixed","Non-fixed",6,"Fixed die"
755,-1,0,9,0,4,6,500,0,30,1350,0,"Non-fixed","Non-fixed",6,"Fixed die"
755,-1,0,8,0,4,7,500,0,30,1200,0,"Non-fixed","Non-fixed",6,"Fixed die"
755,-1,0,11,0,4,8,500,0,30,1650,0,"Non-fixed","Non-fixed",6,"Fixed die"
755,-1,0,10,0,4,9,500,0,30,1500,0,"Non-fixed","Non-fixed",6,"Fixed die"
755,-1,0,9,0,4,10,500,0,30,1350,0,"Non-fixed","Non-fixed",6,"Fixed die"
756,-1,1,12,1,5,1,350,0,30,1800,1,"Non-fixed","Non-fixed",6,"Fixed die"
756,-1,1,12,1,5,2,350,0,30,1800,1,"Non-fixed","Non-fixed",6,"Fixed die"
756,-1,1,10,1,5,3,350,0,30,1500,1,"Non-fixed","Non-fixed",6,"Fixed die"
756,-1,1,12,1,5,4,350,0,30,1800,1,"Non-fixed","Non-fixed",6,"Fixed die"
756,-1,1,11,1,5,5,350,0,30,1650,1,"Non-fixed","Non-fixed",6,"Fixed die"
756,-1,1,10,1,5,6,350,0,30,1500,1,"Non-fixed","Non-fixed",6,"Fixed die"
756,-1,1,13,1,5,7,350,0,30,1950,1,"Non-fixed","Non-fixed",6,"Fixed die"
756,-1,0,11,0,5,8,350,0,30,1650,1,"Non-fixed","Non-fixed",6,"Fixed die"
756,-1,1,14,1,5,9,350,0,30,2100,1,"Non-fixed","Non-fixed",6,"Fixed die"
756,-1,1,12,1,5,10,350,0,30,1800,1,"Non-fixed","Non-fixed",6,"Fixed die"
757,-1,0,8,0,6,1,500,0,30,1200,0,"Non-fixed","Non-fixed",5,"Fixed die"
757,-1,0,7,0,6,2,500,0,30,1050,0,"Non-fixed","Non-fixed",5,"Fixed die"
757,-1,0,7,0,6,3,500,0,30,1050,0,"Non-fixed","Non-fixed",5,"Fixed die"
757,-1,0,3,0,6,4,500,0,30,450,0,"Non-fixed","Non-fixed",5,"Fixed die"
757,-1,0,8,0,6,5,500,0,30,1200,0,"Non-fixed","Non-fixed",5,"Fixed die"
757,-1,0,8,0,6,6,500,0,30,1200,0,"Non-fixed","Non-fixed",5,"Fixed die"
757,-1,0,9,0,6,7,500,0,30,1350,0,"Non-fixed","Non-fixed",5,"Fixed die"
757,-1,0,10,0,6,8,500,0,30,1500,0,"Non-fixed","Non-fixed",5,"Fixed die"
757,-1,0,9,0,6,9,500,0,30,1350,0,"Non-fixed","Non-fixed",5,"Fixed die"
757,-1,0,7,0,6,10,500,0,30,1050,0,"Non-fixed","Non-fixed",5,"Fixed die"
758,-1,1,10,1,7,1,300,0,30,1500,1,"Non-fixed","Non-fixed",6,"Fixed die"
758,-1,1,11,1,7,2,300,0,30,1650,1,"Non-fixed","Non-fixed",6,"Fixed die"
758,-1,1,11,1,7,3,300,0,30,1650,1,"Non-fixed","Non-fixed",6,"Fixed die"
758,-1,1,14,1,7,4,300,0,30,2100,1,"Non-fixed","Non-fixed",6,"Fixed die"
758,-1,1,14,1,7,5,300,0,30,2100,1,"Non-fixed","Non-fixed",6,"Fixed die"
758,-1,1,14,1,7,6,300,0,30,2100,1,"Non-fixed","Non-fixed",6,"Fixed die"
758,-1,1,14,1,7,7,300,0,30,2100,1,"Non-fixed","Non-fixed",6,"Fixed die"
758,-1,1,15,1,7,8,300,0,30,2250,1,"Non-fixed","Non-fixed",6,"Fixed die"
758,-1,1,10,1,7,9,300,0,30,1500,1,"Non-fixed","Non-fixed",6,"Fixed die"
758,-1,1,10,1,7,10,300,0,30,1500,1,"Non-fixed","Non-fixed",6,"Fixed die"
759,-1,0,9,0,8,1,500,0,30,1350,0,"Non-fixed","Non-fixed",4,"Fixed die"
759,-1,0,10,0,8,2,500,0,30,1500,0,"Non-fixed","Non-fixed",4,"Fixed die"
759,-1,1,9,0.62962962962963,8,3,500,0,30,1350,0,"Non-fixed","Non-fixed",4,"Fixed die"
759,-1,1,10,0.666666666666667,8,4,500,0,30,1500,0,"Non-fixed","Non-fixed",4,"Fixed die"
759,-1,0,8,0,8,5,500,0,30,1200,0,"Non-fixed","Non-fixed",4,"Fixed die"
759,-1,1,11,0.393939393939394,8,6,500,0,30,1650,0,"Non-fixed","Non-fixed",4,"Fixed die"
759,-1,1,10,0.333333333333333,8,7,500,0,30,1500,0,"Non-fixed","Non-fixed",4,"Fixed die"
759,-1,1,11,0.393939393939394,8,8,500,0,30,1650,0,"Non-fixed","Non-fixed",4,"Fixed die"
759,-1,0,11,0,8,9,500,0,30,1650,0,"Non-fixed","Non-fixed",4,"Fixed die"
759,-1,1,10,0.333333333333333,8,10,500,0,30,1500,0,"Non-fixed","Non-fixed",4,"Fixed die"
760,-1,1,10,1,6,1,300,0,30,1500,0,"Non-fixed","Non-fixed",5,"Fixed die"
760,-1,1,9,1,6,2,300,0,30,1350,0,"Non-fixed","Non-fixed",5,"Fixed die"
760,-1,1,10,1,6,3,300,0,30,1500,0,"Non-fixed","Non-fixed",5,"Fixed die"
760,-1,1,9,1,6,4,300,0,30,1350,0,"Non-fixed","Non-fixed",5,"Fixed die"
760,-1,1,10,1,6,5,300,0,30,1500,0,"Non-fixed","Non-fixed",5,"Fixed die"
760,-1,1,12,1,6,6,300,0,30,1800,0,"Non-fixed","Non-fixed",5,"Fixed die"
760,-1,1,9,1,6,7,300,0,30,1350,0,"Non-fixed","Non-fixed",5,"Fixed die"
760,-1,1,9,1,6,8,300,0,30,1350,0,"Non-fixed","Non-fixed",5,"Fixed die"
760,-1,1,9,1,6,9,300,0,30,1350,0,"Non-fixed","Non-fixed",5,"Fixed die"
